_id,Year,FSA,ANIMAL_TYPE,PRIMARY_BREED
125389,2025,M5R,DOG,BORDER COLLIE
125390,2024,M5R,DOG,BORDER COLLIE
125391,2024,M6G,DOG,COCKER SPAN
125392,2025,M6G,DOG,COCKER SPAN
125393,2023,M6S,DOG,COCKER SPAN
125394,2023,M6R,DOG,KEESHOND
125395,2025,M6R,DOG,KEESHOND
125396,2023,M4G,DOG,COCKER SPAN
125397,2024,M5A,DOG,POODLE MIN
125398,2023,M5A,DOG,POODLE MIN
125399,2023,M5A,DOG,POODLE MIN
125400,2024,M9V,CAT,DOMESTIC SH
125401,2023,M6E,CAT,DOMESTIC SH
125402,2024,M9W,DOG,SHIH TZU
125403,2023,M9W,DOG,SHIH TZU
125404,2023,M6P,DOG,POMERANIAN
125405,2024,M6P,DOG,POMERANIAN
125406,2025,M4K,DOG,DACHSHUND
125407,2024,M4K,DOG,DACHSHUND
125408,2025,M6A,CAT,DOMESTIC SH
125409,2024,M6A,CAT,DOMESTIC SH
125410,2023,M6B,DOG,POMERANIAN
125411,2024,M6B,DOG,POMERANIAN
125412,2023,M5V,DOG,AUST SHEPHERD
125413,2025,M5V,DOG,AUST SHEPHERD
125414,2025,M1T,DOG,SHIH TZU
125415,2024,M1T,DOG,SHIH TZU
125416,2025,M1K,CAT,DOMESTIC SH
125417,2024,M1K,CAT,DOMESTIC SH
125418,2023,M1L,CAT,DOMESTIC SH
125419,2023,M6C,DOG,SCHNAUZER MIN
125420,2024,M6C,DOG,SCHNAUZER MIN
125421,2023,M6P,DOG,GOLDEN RETR
125422,2023,M6P,DOG,GOLDEN RETR
125423,2024,M1M,DOG,GOLDEN RETR
125424,2024,M9N,CAT,DOMESTIC SH
125425,2024,M1E,DOG,LABRADOR RETR
125426,2023,M5T,DOG,BELG MALINOIS
125427,2023,M1C,DOG,GERM SHEPHERD
125428,2024,M4L,DOG,BOXER
125429,2023,M4L,DOG,BOXER
125430,2023,M8Y,DOG,GOLDEN RETR
125431,2023,M8Y,DOG,GOLDEN RETR
125432,2024,M3N,DOG,AMER BULLDOG
125433,2023,M3N,DOG,AMER BULLDOG
125434,2024,M5A,DOG,TERRIER
125435,2025,M6K,DOG,GERM SH POINT
125436,2023,M6K,DOG,GERM SH POINT
125437,2025,M6K,CAT,DOMESTIC SH
125438,2023,M6K,CAT,DOMESTIC SH
125439,2024,M4P,DOG,AMER ESKIMO
125440,2023,M4P,CAT,DOMESTIC LH
125441,2024,M4P,CAT,DOMESTIC LH
125442,2025,M5R,DOG,HOVAWART
125443,2023,M5R,DOG,HOVAWART
125444,2024,M6J,DOG,POODLE MIN
125445,2023,M6J,DOG,POODLE MIN
125446,2023,M6J,DOG,CATAHOULA
125447,2025,M5R,DOG,AUST SHEPHERD
125448,2023,M5R,DOG,AUST SHEPHERD
125449,2024,M6N,DOG,COCKER SPAN
125450,2023,M6N,DOG,COCKER SPAN
125451,2024,M4C,DOG,PUG
125452,2025,M4C,DOG,PUG
125453,2024,M4J,DOG,MASTIFF
125454,2023,M4J,DOG,MASTIFF
125455,2023,M9A,CAT,DOMESTIC SH
125456,2024,M9A,CAT,DOMESTIC SH
125457,2025,M9A,CAT,EUROPEAN SH
125458,2023,M9A,CAT,EUROPEAN SH
125459,2023,M5H,CAT,DOMESTIC SH
125460,2025,M5H,CAT,DOMESTIC SH
125461,2024,M1E,CAT,DOMESTIC SH
125462,2023,M9M,DOG,AKITA
125463,2024,M9M,DOG,AKITA
125464,2024,M4C,DOG,BELG MALINOIS
125465,2025,M4C,DOG,BELG MALINOIS
125466,2023,M2P,DOG,LABRADOR RETR
125467,2023,M1K,DOG,LABRADOR RETR
125468,2024,M4P,DOG,POODLE STND
125469,2023,M4P,DOG,POODLE STND
125470,2023,M4X,CAT,DOMESTIC SH
125471,2024,M5E,CAT,BRITISH SH
125472,2023,M5E,CAT,BENGAL
125473,2024,M3J,CAT,DOMESTIC SH
125474,2023,M3J,CAT,DOMESTIC SH
125475,2024,M2N,DOG,MALTESE
125476,2023,M9B,DOG,GOLDEN RETR
125477,2025,M9B,DOG,GOLDEN RETR
125478,2024,M6K,DOG,GOLDEN RETR
125479,2025,M6K,DOG,GOLDEN RETR
125480,2023,M5R,DOG,SCHNAUZER MIN
125481,2025,M4Y,DOG,BORDER COLLIE
125482,2023,M4Y,DOG,BORDER COLLIE
125483,2023,M8V,DOG,NORW ELKHOUND
125484,2025,M8V,DOG,NORW ELKHOUND
125485,2025,M2N,DOG,MALTESE
125486,2023,M2N,DOG,MALTESE
125487,2024,M6E,DOG,COCKER SPAN
125488,2023,M5A,DOG,SCHNAUZER MIN
125489,2024,M1W,DOG,MALTESE
125490,2023,M1W,DOG,MALTESE
125491,2024,M9C,DOG,GERM SHEPHERD
125492,2023,M9C,DOG,GERM SHEPHERD
125493,2024,M4E,DOG,LABRADOR RETR
125494,2023,M4E,DOG,LABRADOR RETR
125495,2025,M6K,DOG,POMERANIAN
125496,2023,M6K,DOG,POMERANIAN
125497,2025,M6K,CAT,DOMESTIC SH
125498,2023,M6K,CAT,DOMESTIC SH
125499,2024,M2M,DOG,PRESA CANARIO
125500,2023,M2M,DOG,PRESA CANARIO
125501,2024,M4S,DOG,YORKSHIRE TERR
125502,2023,M4S,DOG,YORKSHIRE TERR
125503,2024,M6P,DOG,BOXER
125504,2023,M8W,DOG,AMER ESKIMO
125505,2024,M8W,DOG,AMER ESKIMO
125506,2024,M4V,DOG,POODLE MIN
125507,2023,M4V,DOG,POODLE MIN
125508,2024,M2R,DOG,BEAGLE
125509,2023,M2R,DOG,BEAGLE
125510,2024,M9A,CAT,DOMESTIC LH
125511,2023,M9A,CAT,DOMESTIC LH
125512,2023,M4T,DOG,UNKNOWN
125513,2024,M4T,DOG,UNKNOWN
125514,2024,M2M,DOG,POODLE STND
125515,2023,M2M,DOG,POODLE STND
125516,2025,M9B,DOG,CAVALIER SPAN
125517,2023,M9B,DOG,CAVALIER SPAN
125518,2024,M2N,DOG,HAVANESE
125519,2025,M2N,DOG,HAVANESE
125520,2024,M6N,DOG,AMER BULLDOG
125521,2024,M5A,DOG,ALASKAN HUSKY
125522,2023,M5A,DOG,ALASKAN HUSKY
125523,2023,M4P,DOG,COCKER SPAN
125524,2023,M4T,DOG,TERRIER
125525,2025,M4T,DOG,TERRIER
125526,2023,M2K,CAT,RAGDOLL
125527,2025,M6N,DOG,POODLE TOY
125528,2024,M6N,DOG,POODLE TOY
125529,2025,M4G,DOG,POODLE MIN
125530,2023,M4G,DOG,POODLE MIN
125531,2023,M4P,DOG,PARSON RUSS TER
125532,2024,M4G,DOG,PUG
125533,2023,M4G,DOG,PUG
125534,2025,M3H,DOG,BEAGLE
125535,2024,M3H,DOG,BEAGLE
125536,2023,M3H,CAT,DOMESTIC MH
125537,2025,M3H,CAT,DOMESTIC MH
125538,2023,M9P,DOG,BEAGLE
125539,2024,M9P,DOG,BEAGLE
125540,2025,M6H,DOG,LABRADOR RETR
125541,2023,M6H,DOG,LABRADOR RETR
125542,2023,M3A,DOG,LABRADOR RETR
125543,2025,M6N,DOG,COCKER SPAN
125544,2023,M6N,DOG,COCKER SPAN
125545,2025,M9A,CAT,DOMESTIC SH
125546,2024,M9A,CAT,DOMESTIC SH
125547,2025,M6M,CAT,DOMESTIC SH
125548,2024,M6M,CAT,DOMESTIC SH
125549,2023,M6M,CAT,DOMESTIC SH
125550,2024,M6M,DOG,POODLE MIN
125551,2023,M6M,DOG,POODLE MIN
125552,2025,M9W,CAT,DOMESTIC SH
125553,2024,M9W,CAT,DOMESTIC SH
125554,2024,M6C,DOG,RHOD RIDGEBACK
125555,2024,M6G,DOG,LABRADOR RETR
125556,2025,M6P,CAT,DOMESTIC SH
125557,2024,M6P,CAT,DOMESTIC SH
125558,2024,M2J,CAT,DOMESTIC SH
125559,2023,M1N,DOG,AUST SHEPHERD
125560,2024,M1E,DOG,PARSON RUSS TER
125561,2025,M6J,DOG,SIBERIAN HUSKY
125562,2024,M4R,DOG,BERNESE MTN DOG
125563,2025,M9B,DOG,BERNESE MTN DOG
125564,2025,M4G,DOG,SIBERIAN HUSKY
125565,2025,M4G,DOG,RHOD RIDGEBACK
125566,2023,M4C,DOG,LABRADOR RETR
125567,2024,M4K,DOG,LABRADOR RETR
125568,2024,M4K,DOG,LABRADOR RETR
125569,2023,M6H,CAT,BRITISH SH
125570,2023,M6H,CAT,CHARTREUX
125571,2023,M5M,DOG,SHIBA INU
125572,2023,M1N,DOG,SIBERIAN HUSKY
125573,2023,M5V,CAT,DOMESTIC SH
125574,2024,M4V,DOG,LABRADOR RETR
125575,2023,M9B,DOG,POODLE MIN
125576,2023,M6C,DOG,MALTESE
125577,2024,M5M,DOG,BORDER COLLIE
125578,2023,M4K,DOG,UNKNOWN
125579,2025,M6R,DOG,BERNESE MTN DOG
125580,2023,M5A,DOG,LABRADOR RETR
125581,2023,M1S,CAT,PERSIAN
125582,2024,M4R,CAT,DOMESTIC SH
125583,2024,M4R,CAT,DOMESTIC SH
125584,2023,M1T,CAT,DOMESTIC SH
125585,2023,M1T,CAT,DOMESTIC SH
125586,2023,M5V,DOG,BERNESE MTN DOG
125587,2025,M1X,DOG,SHIH TZU
125588,2024,M6H,DOG,AUST SHEPHERD
125589,2025,M4L,CAT,AMER SH
125590,2023,M6K,DOG,FRENCH BULLDOG
125591,2023,M3C,DOG,AUST SHEPHERD
125592,2023,M8V,DOG,AUST SHEPHERD
125593,2024,M1W,DOG,NS DUCK TOLLING
125594,2025,M5V,DOG,CHIHUAHUA SH
125595,2024,M2K,DOG,POODLE MIN
125596,2023,M3H,DOG,AUST SHEPHERD
125597,2025,M6A,DOG,COCKER SPAN
125598,2025,M1J,DOG,UNKNOWN
125599,2024,M6R,CAT,BENGAL
125600,2023,M4T,DOG,LABRADOR RETR
125601,2023,M5P,DOG,SHIH TZU
125602,2024,M6M,DOG,TERRIER
125603,2023,M4B,DOG,COCKER SPAN
125604,2023,M8V,DOG,WELSH SPR SPAN
125605,2023,M8Y,DOG,CANE CORSO
125606,2025,M2H,DOG,MASTIFF
125607,2023,M2N,DOG,ALASKAN HUSKY
125608,2023,M1G,DOG,GERM SHEPHERD
125609,2023,M6E,DOG,PEKINGESE
125610,2023,M4C,DOG,GOLDEN RETR
125611,2025,M1H,DOG,GERM SHEPHERD
125612,2023,M5N,DOG,SHIH TZU
125613,2025,M4E,DOG,AMER BULLDOG
125614,2023,M4K,DOG,YORKSHIRE TERR
125615,2023,M9N,DOG,SAMOYED
125616,2025,M8W,DOG,AMERICAN STAFF
125617,2023,M4Y,DOG,COCKER SPAN
125618,2023,M5A,DOG,CHOW CHOW
125619,2025,M4C,DOG,GERM SHEPHERD
125620,2024,M9P,DOG,BEAGLE
125621,2024,M1V,DOG,GERM SHEPHERD
125622,2023,M1E,CAT,DOMESTIC SH
125623,2023,M1E,CAT,DOMESTIC LH
125624,2024,M9M,DOG,CHIHUAHUA SH
125625,2024,M6K,CAT,DOMESTIC SH
125626,2024,M6K,CAT,DOMESTIC SH
125627,2024,M6K,CAT,DOMESTIC SH
125628,2023,M6K,CAT,SIAMESE
125629,2025,M8W,DOG,SCHNAUZER MIN
125630,2024,M8V,DOG,POMERANIAN
125631,2023,M5T,DOG,GERM SHEPHERD
125632,2025,M6B,CAT,DOMESTIC SH
125633,2025,M1N,CAT,DOMESTIC SH
125634,2024,M6P,CAT,DOMESTIC SH
125635,2023,M8X,CAT,DOMESTIC LH
125636,2023,M8X,CAT,DOMESTIC SH
125637,2024,M2J,CAT,DOMESTIC SH
125638,2024,M9A,CAT,DOMESTIC SH
125639,2023,M4X,CAT,DOMESTIC SH
125640,2025,M6A,CAT,DOMESTIC SH
125641,2023,M6P,CAT,DOMESTIC SH
125642,2023,M5T,CAT,DOMESTIC SH
125643,2023,M3A,CAT,DOMESTIC SH
125644,2023,M4R,CAT,DOMESTIC LH
125645,2023,M6P,CAT,DOMESTIC SH
125646,2024,M4Y,CAT,DOMESTIC SH
125647,2023,M6J,CAT,DOMESTIC SH
125648,2025,M6K,CAT,DOMESTIC SH
125649,2023,M6R,CAT,DOMESTIC SH
125650,2023,M9P,DOG,MASTIFF
125651,2025,M9R,DOG,CHIHUAHUA SH
125652,2023,M4A,CAT,DOMESTIC SH
125653,2023,M6P,CAT,DOMESTIC MH
125654,2025,M1G,CAT,DOMESTIC SH
125655,2023,M1X,DOG,GERM SHEPHERD
125656,2023,M1X,DOG,GERM SHEPHERD
125657,2023,M1X,DOG,GERM SHEPHERD
125658,2023,M8X,DOG,FRENCH BULLDOG
125659,2023,M5G,DOG,POODLE MIN
125660,2023,M4J,DOG,BERNESE MTN DOG
125661,2025,M4S,DOG,GOLDEN RETR
125662,2023,M4S,DOG,MALTESE
125663,2023,M1S,DOG,LABRADOR RETR
125664,2025,M8V,DOG,COCKER SPAN
125665,2023,M4L,DOG,PORT WATER DOG
125666,2023,M6S,DOG,AUST SHEPHERD
125667,2023,M3B,DOG,GOLDEN RETR
125668,2024,M5A,DOG,MALTESE
125669,2023,M5R,DOG,BORDER COLLIE
125670,2023,M4B,CAT,PERSIAN
125671,2024,M5M,DOG,SCHNAUZER MIN
125672,2023,M4V,DOG,AUST CATTLE DOG
125673,2024,M4X,CAT,BRITISH SH
125674,2023,M4C,DOG,OLD ENG BULLDOG
125675,2023,M5P,DOG,SCHNAUZER STAND
125676,2025,M6K,DOG,DACHSHUND MIN
125677,2025,M6R,DOG,POODLE STND
125678,2023,M4K,DOG,LABRADOR RETR
125679,2023,M4S,DOG,MALTESE
125680,2023,M6M,DOG,OLDENG SHEEPDOG
125681,2024,M2L,DOG,LABRADOR RETR
125682,2023,M6K,DOG,DACHSHUND MIN
125683,2023,M8Y,DOG,BEAGLE
125684,2023,M4J,DOG,POODLE STND
125685,2023,M6K,DOG,BOSTON TERRIER
125686,2024,M6P,DOG,PUG
125687,2024,M4Y,CAT,DOMESTIC SH
125688,2024,M1T,DOG,DACHSHUND LH
125689,2023,M4V,DOG,MALTESE
125690,2023,M1K,CAT,DOMESTIC SH
125691,2023,M4S,CAT,DOMESTIC SH
125692,2023,M5M,CAT,DOMESTIC SH
125693,2023,M5M,CAT,DOMESTIC SH
125694,2023,M4S,CAT,DOMESTIC SH
125695,2023,,CAT,DOMESTIC SH
125696,2023,M2N,DOG,GERM SHEPHERD
125697,2023,M5G,CAT,DOMESTIC SH
125698,2023,M9B,CAT,DOMESTIC SH
125699,2023,M6S,CAT,DOMESTIC SH
125700,2023,M5G,CAT,DOMESTIC SH
125701,2024,M4Y,DOG,AUST SHEPHERD
125702,2023,M2R,DOG,COCKER SPAN
125703,2024,M8Z,DOG,SIBERIAN HUSKY
125704,2023,M3M,DOG,AUST SHEPHERD
125705,2024,M3M,CAT,DOMESTIC SH
125706,2023,M5T,DOG,SHIH TZU
125707,2023,M5T,DOG,SHIH TZU
125708,2023,M5T,DOG,SHIH TZU
125709,2024,M3M,CAT,DOMESTIC SH
125710,2024,M3M,CAT,DOMESTIC SH
125711,2024,M3M,CAT,DOMESTIC SH
125712,2025,M3M,CAT,DOMESTIC SH
125713,2023,M6K,DOG,TERRIER
125714,2025,M4L,DOG,DACHSHUND MIN
125715,2023,M2H,DOG,GOLDEN RETR
125716,2023,M2H,CAT,DOMESTIC SH
125717,2025,M2H,CAT,DOMESTIC SH
125718,2024,M6P,DOG,LABRADOR RETR
125719,2025,M2N,DOG,POODLE MIN
125720,2023,M5P,DOG,LABRADOR RETR
125721,2024,M4W,DOG,MALTESE
125722,2025,M8V,DOG,POODLE MIN
125723,2025,M5A,DOG,POODLE MIN
125724,2025,M1E,DOG,BERNESE MTN DOG
125725,2025,M6H,DOG,GERM SHEPHERD
125726,2023,M8Y,DOG,GERM SHEPHERD
125727,2023,M2L,DOG,SHIH TZU
125728,2023,M6M,DOG,GERM SHEPHERD
125729,2024,M6S,DOG,LABRADOR RETR
125730,2023,M5A,DOG,LABRADOR RETR
125731,2023,M2J,CAT,DOMESTIC SH
125732,2023,M3L,CAT,DOMESTIC SH
125733,2024,M3L,CAT,DOMESTIC SH
125734,2023,M4R,DOG,CHIHUAHUA SH
125735,2024,M1L,DOG,LABRADOR RETR
125736,2024,M1L,DOG,LABRADOR RETR
125737,2023,M1L,DOG,LABRADOR RETR
125738,2023,M4P,DOG,SCHNAUZER STAND
125739,2025,M4P,DOG,SCHNAUZER STAND
125740,2025,M4E,DOG,POODLE MIN
125741,2023,M4E,DOG,POODLE MIN
125742,2024,M1L,DOG,CHIHUAHUA SH
125743,2025,M1L,DOG,CHIHUAHUA SH
125744,2024,M1L,DOG,ROTTWEILER
125745,2025,M1L,DOG,ROTTWEILER
125746,2024,M8Y,CAT,DOMESTIC SH
125747,2023,M8Y,CAT,DOMESTIC SH
125748,2023,M5A,DOG,POMERANIAN
125749,2023,M6M,DOG,YORKSHIRE TERR
125750,2024,M6M,DOG,YORKSHIRE TERR
125751,2025,M3C,DOG,BICHON FRISE
125752,2024,M3C,DOG,BICHON FRISE
125753,2023,M4S,DOG,BORDER COLLIE
125754,2024,M1T,DOG,ENG COONHOUND
125755,2023,M1T,DOG,ENG COONHOUND
125756,2023,M9B,DOG,WELSH CORGI PEM
125757,2024,M2R,DOG,ENG SPRNGR SPAN
125758,2023,M2R,DOG,ENG SPRNGR SPAN
125759,2025,M8V,DOG,SAMOYED
125760,2023,M8V,DOG,SAMOYED
125761,2024,M2M,CAT,DOMESTIC SH
125762,2023,M2M,CAT,DOMESTIC SH
125763,2024,M4B,CAT,DOMESTIC SH
125764,2025,M4B,CAT,DOMESTIC SH
125765,2024,M4B,CAT,DOMESTIC SH
125766,2025,M4B,CAT,DOMESTIC SH
125767,2023,M9P,DOG,LABRADOR RETR
125768,2025,M9P,DOG,LABRADOR RETR
125769,2023,M5M,DOG,LABRADOR RETR
125770,2025,M4L,DOG,COCKER SPAN
125771,2024,M4L,DOG,COCKER SPAN
125772,2023,M4W,DOG,GOLDEN RETR
125773,2024,M1J,CAT,DOMESTIC SH
125774,2023,M1J,CAT,DOMESTIC SH
125775,2023,M9C,DOG,BERNESE MTN DOG
125776,2024,M4S,DOG,SAMOYED
125777,2023,M4S,DOG,SAMOYED
125778,2025,M8W,DOG,LABRADOR RETR
125779,2024,M8W,DOG,LABRADOR RETR
125780,2024,M5R,DOG,COCKER SPAN
125781,2024,M1N,DOG,GERM SHEPHERD
125782,2025,M1N,DOG,GERM SHEPHERD
125783,2025,M9W,DOG,BOXER
125784,2024,M9W,DOG,BOXER
125785,2023,M9W,DOG,BOXER
125786,2023,M8W,CAT,DOMESTIC SH
125787,2025,M8W,CAT,DOMESTIC SH
125788,2023,M6E,DOG,AMER BULLDOG
125789,2025,M6E,DOG,AMER BULLDOG
125790,2024,M6P,DOG,POODLE MIN
125791,2023,M6P,DOG,POODLE MIN
125792,2025,M3H,DOG,BERNESE MTN DOG
125793,2023,M3H,DOG,BERNESE MTN DOG
125794,2025,M4V,DOG,BORDER COLLIE
125795,2024,M4V,DOG,BORDER COLLIE
125796,2025,M4E,DOG,AMER BULLDOG
125797,2024,M4E,DOG,AMER BULLDOG
125798,2024,M4E,DOG,AMER BULLDOG
125799,2023,M4K,DOG,GOLDEN RETR
125800,2024,M4K,DOG,GOLDEN RETR
125801,2024,M6H,DOG,AUST SHEPHERD
125802,2023,M6H,DOG,AUST SHEPHERD
125803,2023,M4E,DOG,AUST SHEPHERD
125804,2025,M6H,DOG,SIBERIAN HUSKY
125805,2023,M6H,DOG,SIBERIAN HUSKY
125806,2024,M3M,DOG,PAPILLON
125807,2023,M3M,DOG,PAPILLON
125808,2024,M4P,CAT,DOMESTIC MH
125809,2025,M9A,DOG,SHIH TZU
125810,2023,M6K,DOG,AMER BULLDOG
125811,2023,M6K,DOG,AMER BULLDOG
125812,2023,M6K,CAT,RUSSIAN BLUE
125813,2025,M4J,DOG,GOLDEN RETR
125814,2023,M4J,DOG,GOLDEN RETR
125815,2023,M3J,CAT,DOMESTIC SH
125816,2025,M3J,CAT,DOMESTIC SH
125817,2023,M4J,DOG,HAVANESE
125818,2025,M9B,DOG,ROTTWEILER
125819,2024,M9B,DOG,ROTTWEILER
125820,2023,M5V,DOG,DOBERMAN PINSCH
125821,2024,M1C,DOG,POODLE STND
125822,2023,M1C,DOG,POODLE STND
125823,2024,M4M,CAT,DOMESTIC SH
125824,2023,M4M,CAT,DOMESTIC SH
125825,2024,M6E,DOG,GOLDEN RETR
125826,2023,M6E,DOG,GOLDEN RETR
125827,2025,M6G,DOG,GOLDEN RETR
125828,2024,M6G,DOG,GOLDEN RETR
125829,2023,M6C,DOG,GERM SHEPHERD
125830,2024,M4E,DOG,FRENCH BULLDOG
125831,2025,M4E,DOG,FRENCH BULLDOG
125832,2025,M3K,CAT,SIAMESE
125833,2024,M3K,CAT,SIAMESE
125834,2025,M5A,DOG,DACHSHUND MIN
125835,2024,M5A,DOG,DACHSHUND MIN
125836,2024,M6S,DOG,LABRADOR RETR
125837,2025,M6S,DOG,LABRADOR RETR
125838,2024,M1W,DOG,SIBERIAN HUSKY
125839,2023,M1W,DOG,SIBERIAN HUSKY
125840,2025,M6N,DOG,LABRADOR RETR
125841,2024,M6N,DOG,LABRADOR RETR
125842,2025,M4C,DOG,LABRADOR RETR
125843,2024,M4C,DOG,LABRADOR RETR
125844,2024,M4L,DOG,GOLDEN RETR
125845,2023,M4L,DOG,GOLDEN RETR
125846,2025,M4G,DOG,LABRADOR RETR
125847,2023,M4G,DOG,LABRADOR RETR
125848,2023,M2N,DOG,GREAT PYRENEES
125849,2024,M8Z,DOG,LABRADOR RETR
125850,2025,M8Z,DOG,LABRADOR RETR
125851,2023,M4V,DOG,POODLE MIN
125852,2025,M4V,DOG,POODLE MIN
125853,2023,M4J,DOG,BERNESE MTN DOG
125854,2025,M6J,DOG,GERM SHEPHERD
125855,2024,M6J,DOG,GERM SHEPHERD
125856,2023,M3L,CAT,MAINE COON
125857,2025,M6C,CAT,DOMESTIC SH
125858,2024,M1H,DOG,DACHSHUND LH
125859,2023,M1H,DOG,DACHSHUND LH
125860,2023,M4B,DOG,SHIH TZU
125861,2025,M6M,DOG,GOLDEN RETR
125862,2024,M6M,DOG,GOLDEN RETR
125863,2023,M1K,DOG,SHIH TZU
125864,2023,M4X,DOG,BOSTON TERRIER
125865,2024,M6A,DOG,GERM SHEPHERD
125866,2023,M6A,DOG,GERM SHEPHERD
125867,2023,M6P,DOG,GOLDEN RETR
125868,2025,M6P,DOG,GOLDEN RETR
125869,2024,M4W,DOG,BASENJI
125870,2023,M4W,DOG,BASENJI
125871,2025,M9W,DOG,AMER BULLDOG
125872,2024,M9W,DOG,AMER BULLDOG
125873,2025,M6C,DOG,GOLDEN RETR
125874,2024,M6C,DOG,GOLDEN RETR
125875,2025,M5N,DOG,LABRADOR RETR
125876,2024,M5N,DOG,LABRADOR RETR
125877,2023,M1R,DOG,SHIBA INU
125878,2024,M1R,DOG,SHIBA INU
125879,2024,M6E,DOG,AUST SHEPHERD
125880,2023,M6E,DOG,AUST SHEPHERD
125881,2025,M6E,DOG,BORDER COLLIE
125882,2024,M6E,DOG,BORDER COLLIE
125883,2025,M6E,CAT,DOMESTIC MH
125884,2024,M6E,CAT,DOMESTIC MH
125885,2023,M4V,DOG,LABRADOR RETR
125886,2025,M4V,DOG,LABRADOR RETR
125887,2024,M9R,DOG,AMER BULLDOG
125888,2025,M9R,DOG,AMER BULLDOG
125889,2024,M4Y,DOG,PUG
125890,2024,M4Y,DOG,PARSON RUSS TER
125891,2025,M4Y,DOG,PARSON RUSS TER
125892,2025,M5P,CAT,DOMESTIC SH
125893,2024,M5P,CAT,DOMESTIC SH
125894,2023,M5P,CAT,DOMESTIC SH
125895,2025,M5P,CAT,DOMESTIC SH
125896,2024,M5P,CAT,DOMESTIC SH
125897,2023,M5P,CAT,DOMESTIC SH
125898,2025,M5P,CAT,DOMESTIC SH
125899,2024,M5P,CAT,DOMESTIC SH
125900,2023,M4Y,CAT,DOMESTIC MH
125901,2025,M4Y,CAT,DOMESTIC MH
125902,2024,M4Y,CAT,RAGDOLL
125903,2023,M4Y,CAT,RAGDOLL
125904,2023,M3K,CAT,DOMESTIC SH
125905,2025,M6H,CAT,DOMESTIC SH
125906,2023,M6H,CAT,DOMESTIC SH
125907,2025,M6H,CAT,DOMESTIC SH
125908,2023,M6H,CAT,DOMESTIC SH
125909,2025,M4V,DOG,MASTIFF
125910,2023,M4V,DOG,MASTIFF
125911,2023,M4K,CAT,DOMESTIC SH
125912,2024,M6A,DOG,COCKER SPAN
125913,2023,M6A,DOG,COCKER SPAN
125914,2023,M4K,DOG,GOLDEN RETR
125915,2025,M4G,DOG,AUST SHEPHERD
125916,2023,M4G,DOG,AUST SHEPHERD
125917,2023,M2N,DOG,AUST SHEPHERD
125918,2025,M2N,DOG,AUST SHEPHERD
125919,2023,M5P,DOG,COTON DE TULEAR
125920,2024,M5P,DOG,COTON DE TULEAR
125921,2025,M5G,DOG,YORKSHIRE TERR
125922,2023,M5G,DOG,YORKSHIRE TERR
125923,2024,M5G,DOG,AIREDALE TERR
125924,2025,M5G,DOG,AIREDALE TERR
125925,2023,M6K,DOG,REDBONE HOUND
125926,2024,M6K,DOG,REDBONE HOUND
125927,2023,M4V,DOG,OLDENG SHEEPDOG
125928,2024,M4V,DOG,OLDENG SHEEPDOG
125929,2023,M6C,DOG,SCHNAUZER MIN
125930,2025,M6C,DOG,SCHNAUZER MIN
125931,2023,M5A,DOG,PARSON RUSS TER
125932,2024,M5A,DOG,PARSON RUSS TER
125933,2025,M4B,DOG,FRENCH BULLDOG
125934,2025,M5P,DOG,POODLE STND
125935,2024,M5P,DOG,POODLE STND
125936,2023,M5V,DOG,NS DUCK TOLLING
125937,2025,M5V,DOG,NS DUCK TOLLING
125938,2023,M4C,CAT,DOMESTIC SH
125939,2024,M4J,CAT,DOMESTIC SH
125940,2023,M4J,CAT,DOMESTIC SH
125941,2024,M5V,DOG,GERM SHEPHERD
125942,2023,M9N,CAT,DOMESTIC SH
125943,2025,M9N,CAT,DOMESTIC SH
125944,2024,M3B,CAT,AMER SH
125945,2024,M8W,CAT,DOMESTIC SH
125946,2023,M8W,CAT,DOMESTIC SH
125947,2023,M8W,CAT,DOMESTIC SH
125948,2025,M8W,CAT,DOMESTIC SH
125949,2025,M8W,CAT,DOMESTIC SH
125950,2023,M8W,CAT,DOMESTIC SH
125951,2024,M8W,CAT,DOMESTIC SH
125952,2023,M8W,CAT,DOMESTIC SH
125953,2024,M3M,DOG,SIBERIAN HUSKY
125954,2025,M6A,DOG,FLAT COAT RETR
125955,2024,M6A,DOG,FLAT COAT RETR
125956,2023,M6G,DOG,MALTESE
125957,2023,M9N,DOG,POODLE MIN
125958,2025,M9N,DOG,POODLE MIN
125959,2023,M9N,DOG,POODLE MIN
125960,2025,M9N,DOG,POODLE MIN
125961,2023,M4G,DOG,COCKER SPAN
125962,2023,M5C,DOG,POODLE MIN
125963,2025,M5C,DOG,POODLE MIN
125964,2024,M4K,CAT,DOMESTIC SH
125965,2025,M4K,CAT,DOMESTIC SH
125966,2025,M3A,DOG,LABRADOR RETR
125967,2023,M3A,DOG,LABRADOR RETR
125968,2025,M5E,DOG,LABRADOR RETR
125969,2023,M5E,DOG,LABRADOR RETR
125970,2023,M9C,DOG,BEAGLE
125971,2023,M9B,DOG,AMER BULLDOG
125972,2023,M6R,DOG,LABRADOR RETR
125973,2024,M6R,DOG,LABRADOR RETR
125974,2023,M9C,DOG,BORDER COLLIE
125975,2024,M9C,DOG,BORDER COLLIE
125976,2023,M8V,CAT,DOMESTIC SH
125977,2025,M8V,CAT,DOMESTIC SH
125978,2024,M2H,DOG,YORKSHIRE TERR
125979,2023,M2H,DOG,YORKSHIRE TERR
